Altium Designer Pick and Place Locations
N:\Kunder\GomSpace\Projects\P60-ACU210\Project Outputs for ax600\Pick Place for p60-acu210.csv

========================================================================================================================
File Design Information:

Date:       02-03-17
Time:       15:50
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R91_Buck_Boost1","10k","BottomLayer","RESC0402(1005)_N","33.200","5.250","180","RES SMD 10K OHM 1% 1/16W 0402"
"R90_b2","24k","BottomLayer","RESC0402(1005)_N","43.750","28.250","90","RES SMD 24K OHM 1% 1/16W 0402"
"R90_b1","24k","BottomLayer","RESC0402(1005)_N","43.750","14.250","90","RES SMD 24K OHM 1% 1/16W 0402"
"R89_b1","100","BottomLayer","RESC0402(1005)_N","44.750","17.000","90","RES SMD 100 OHM 1% 1/16W 0402"
"R88_b2","24k","BottomLayer","RESC0402(1005)_N","43.750","21.250","90","RES SMD 24K OHM 1% 1/16W 0402"
"R88_b1","24k","BottomLayer","RESC0402(1005)_N","43.750","7.250","90","RES SMD 24K OHM 1% 1/16W 0402"
"R87_b2","100","BottomLayer","RESC0402(1005)_N","44.750","24.000","90","RES SMD 100 OHM 1% 1/16W 0402"
"R87_b1","100","BottomLayer","RESC0402(1005)_N","44.750","10.000","90","RES SMD 100 OHM 1% 1/16W 0402"
"R86_GC2","10k","BottomLayer","RESC0402(1005)_N","50.250","31.250","90","RES SMD 10K OHM 1% 1/16W 0402"
"R86_GC1","10k","BottomLayer","RESC0402(1005)_N","50.250","8.500","270","RES SMD 10K OHM 1% 1/16W 0402"
"R85_GC2","0R","BottomLayer","RESC0402(1005)_N","51.000","26.000","180","RES SMD 0 OHM 1% 1/10W 0402"
"R85_GC1","0R","BottomLayer","RESC0402(1005)_N","51.000","13.950","180","RES SMD 0 OHM 1% 1/10W 0402"
"R84_GC2","47k","BottomLayer","RESC0402(1005)_N","50.250","34.000","270","RES SMD 47K OHM 1% 1/16W 0402"
"R84_GC1","47k","BottomLayer","RESC0402(1005)_N","50.250","5.750","90","RES SMD 47K OHM 1% 1/16W 0402"
"R83_GC2","1k","BottomLayer","RESC0402(1005)_N","50.250","28.500","90","RES SMD 1K OHM 1% 1/16W 0402"
"R83_GC1","1k","BottomLayer","RESC0402(1005)_N","50.250","11.250","270","RES SMD 1K OHM 1% 1/16W 0402"
"R82_GC2","1k","BottomLayer","RESC0402(1005)_N","53.600","26.000","360","RES SMD 1K OHM 1% 1/10W 0402"
"R82_GC1","1k","BottomLayer","RESC0402(1005)_N","53.600","13.950","360","RES SMD 1K OHM 1% 1/10W 0402"
"R81_GC2","10","BottomLayer","RESC0805(2012)_N","52.250","36.500","90","RES SMD 10 OHM 1% 1/8W 0805"
"R81_GC1","10","BottomLayer","RESC0805(2012)_N","52.250","3.500","270","RES SMD 10 OHM 1% 1/8W 0805"
"R80_GC2","10","BottomLayer","RESC0805(2012)_N","46.000","36.500","90","RES SMD 10 OHM 1% 1/8W 0805"
"R80_GC1","10","BottomLayer","RESC0805(2012)_N","46.000","3.500","270","RES SMD 10 OHM 1% 1/8W 0805"
"R79_GC2","10k","BottomLayer","RESC0402(1005)_N","47.750","21.000","270","RES SMD 10K OHM 1% 1/16W 0402"
"R79_GC1","10k","BottomLayer","RESC0402(1005)_N","47.750","18.000","90","RES SMD 10K OHM 1% 1/16W 0402"
"R78_GC2","1k","BottomLayer","RESC0402(1005)_N","52.600","21.250","180","RES SMD 1K OHM 1% 1/16W 0402"
"R78_GC1","1k","BottomLayer","RESC0402(1005)_N","52.600","18.800","180","RES SMD 1K OHM 1% 1/16W 0402"
"R77_GC2","1k","BottomLayer","RESC0402(1005)_N","52.250","30.000","180","RES SMD 1K OHM 1% 1/16W 0402"
"R77_GC1","1k","BottomLayer","RESC0402(1005)_N","54.750","10.000","360","RES SMD 1K OHM 1% 1/16W 0402"
"R76_GC2","1k","BottomLayer","RESC0402(1005)_N","54.750","30.000","360","RES SMD 1K OHM 1% 1/16W 0402"
"R76_GC1","1k","BottomLayer","RESC0402(1005)_N","52.250","10.000","180","RES SMD 1K OHM 1% 1/16W 0402"
"R75_GC2","0R","BottomLayer","RESC0402(1005)_N","52.600","20.000","180","RES SMD 0 OHM 1% 1/10W 0402"
"R75_GC1","0R","BottomLayer","RESC0402(1005)_N","60.400","21.400","270","RES SMD 0 OHM 1% 1/10W 0402"
"R74_GC2","0R","BottomLayer","RESC0402(1005)_N","49.900","20.000","360","RES SMD 0 OHM 1% 1/10W 0402"
"R74_GC1","0R","BottomLayer","RESC0402(1005)_N","60.400","18.500","90","RES SMD 0 OHM 1% 1/10W 0402"
"R73_GC2","100k","BottomLayer","RESC0402(1005)_N","56.500","23.900","90","RES SMD 100K OHM 1% 1/16W 0402"
"R73_GC1","100k","BottomLayer","RESC0402(1005)_N","56.500","16.000","270","RES SMD 100K OHM 1% 1/16W 0402"
"R72_GC2","430k","BottomLayer","RESC0402(1005)_N","58.900","21.400","90","RES SMD 430K OHM 1% 1/16W 0402"
"R72_GC1","430k","BottomLayer","RESC0402(1005)_N","58.900","18.500","90","RES SMD 430K OHM 1% 1/16W 0402"
"R71_GC2","Res3","BottomLayer","0402","62.500","24.650","180","Resistor"
"R71_GC1","Res3","BottomLayer","0402","62.500","15.300","180","Resistor"
"R70_GC2","Res3","BottomLayer","0402","55.900","27.900","90","Resistor"
"R70_GC1","Res3","BottomLayer","0402","55.885","11.750","270","Resistor"
"R69_GC2","Res3","BottomLayer","0402","56.000","26.000","360","Resistor"
"R69_GC1","Res3","BottomLayer","0402","56.000","13.900","360","Resistor"
"R68_GC2","Res3","BottomLayer","0402","60.900","29.400","270","Resistor"
"R68_GC1","Res3","BottomLayer","0402","60.900","10.700","270","Resistor"
"R67_Buck_Boost2","68k","BottomLayer","RESC0402(1005)_N","27.200","25.300","270","RES SMD 68K OHM 1% 1/16W 0402"
"R67_Buck_Boost1","68k","BottomLayer","RESC0402(1005)_N","25.800","12.600","270","RES SMD 68K OHM 1% 1/16W 0402"
"R66_Buck_Boost2","68k","BottomLayer","RESC0402(1005)_N","16.800","25.400","270","RES SMD 68K OHM 1% 1/16W 0402"
"R66_Buck_Boost1","68k","BottomLayer","RESC0402(1005)_N","16.800","12.650","270","RES SMD 68K OHM 1% 1/16W 0402"
"R65_Buck_Boost2","1k","BottomLayer","RESC0402(1005)_N","18.100","25.400","270","RES SMD 1K OHM 1% 1/16W 0402"
"R65_Buck_Boost1","1k","BottomLayer","RESC0402(1005)_N","18.100","12.650","270","RES SMD 1K OHM 1% 1/16W 0402"
"R64_Buck_Boost2","10","TopLayer","RESC0805(2012)_N","32.250","36.500","270","RES SMD 10 OHM 1% 1/8W 0805"
"R64_Buck_Boost1","10","TopLayer","RESC0805(2012)_N","33.900","18.021","270","RES SMD 10 OHM 1% 1/8W 0805"
"R63_Buck_Boost2","470k","BottomLayer","RESC0402(1005)_N","27.800","23.200","360","RES SMD 470K OHM 1% 1/16W 0402"
"R63_Buck_Boost1","470k","BottomLayer","RESC0402(1005)_N","27.800","10.450","360","RES SMD 470K OHM 1% 1/16W 0402"
"R62_Buck_Boost2","33k","BottomLayer","RESC0402(1005)_N","16.100","23.200","360","RES SMD 33K OHM 1% 1/16W 0402"
"R62_Buck_Boost1","33k","BottomLayer","RESC0402(1005)_N","16.100","10.450","360","RES SMD 33K OHM 1% 1/16W 0402"
"R61_Buck_Boost2","1M","BottomLayer","RESC0402(1005)_N","19.400","25.400","90","RES SMD 1M OHM 1% 1/16W 0402"
"R61_Buck_Boost1","1M","BottomLayer","RESC0402(1005)_N","19.400","12.650","90","RES SMD 1M OHM 1% 1/16W 0402"
"R60_Buck_Boost2","1k","BottomLayer","RESC0402(1005)_N","33.200","23.150","360","RES SMD 1K OHM 1% 1/16W 0402"
"R60_Buck_Boost1","1k","BottomLayer","RESC0402(1005)_N","33.250","10.750","360","RES SMD 1K OHM 1% 1/16W 0402"
"R59_Buck_Boost2","10k","BottomLayer","RESC0402(1005)_N","32.600","28.900","270","RES SMD 10K OHM 1% 1/16W 0402"
"R59_Buck_Boost1","10k","BottomLayer","RESC0402(1005)_N","32.600","16.150","270","RES SMD 10K OHM 1% 1/16W 0402"
"R58_Buck_Boost2","10k","BottomLayer","RESC1206(3216)_N","38.000","27.650","90","RES SMD 10K OHM 1% 1/4W 1206"
"R58_Buck_Boost1","10k","BottomLayer","RESC1206(3216)_N","38.000","15.100","90","RES SMD 10K OHM 1% 1/4W 1206"
"R57_Buck_Boost2","68k","BottomLayer","RESC0402(1005)_N","25.800","33.400","270","RES SMD 68K OHM 1% 1/16W 0402"
"R57_Buck_Boost1","68k","BottomLayer","RESC0402(1005)_N","25.800","4.400","270","RES SMD 68K OHM 1% 1/16W 0402"
"R56_Buck_Boost2","68k","BottomLayer","RESC0402(1005)_N","16.800","33.500","270","RES SMD 68K OHM 1% 1/16W 0402"
"R56_Buck_Boost1","68k","BottomLayer","RESC0402(1005)_N","16.800","4.500","270","RES SMD 68K OHM 1% 1/16W 0402"
"R47_Buck_Boost2","1k","BottomLayer","RESC0402(1005)_N","18.100","33.500","270","RES SMD 1K OHM 1% 1/16W 0402"
"R47_Buck_Boost1","1k","BottomLayer","RESC0402(1005)_N","18.100","4.500","270","RES SMD 1K OHM 1% 1/16W 0402"
"R43_Buck_Boost2","10","TopLayer","RESC0805(2012)_N","33.900","21.750","270","RES SMD 10 OHM 1% 1/8W 0805"
"R43_Buck_Boost1","10","TopLayer","RESC0805(2012)_N","32.250","3.250","90","RES SMD 10 OHM 1% 1/8W 0805"
"R36_Buck_Boost2","470k","BottomLayer","RESC0402(1005)_N","27.800","31.300","360","RES SMD 470K OHM 1% 1/16W 0402"
"R36_Buck_Boost1","470k","BottomLayer","RESC0402(1005)_N","27.800","2.300","360","RES SMD 470K OHM 1% 1/16W 0402"
"R33_Buck_Boost2","33k","BottomLayer","RESC0402(1005)_N","16.100","31.300","360","RES SMD 33K OHM 1% 1/16W 0402"
"R33_Buck_Boost1","33k","BottomLayer","RESC0402(1005)_N","16.100","2.300","360","RES SMD 33K OHM 1% 1/16W 0402"
"R25_Buck_Boost2","1M","BottomLayer","RESC0402(1005)_N","19.400","33.500","90","RES SMD 1M OHM 1% 1/16W 0402"
"R25_Buck_Boost1","1M","BottomLayer","RESC0402(1005)_N","19.400","4.500","90","RES SMD 1M OHM 1% 1/16W 0402"
"R17_Buck_Boost2","1k","BottomLayer","RESC0402(1005)_N","33.200","31.250","360","RES SMD 1K OHM 1% 1/16W 0402"
"R17_Buck_Boost1","1k","BottomLayer","RESC0402(1005)_N","33.200","2.250","360","RES SMD 1K OHM 1% 1/16W 0402"
"R16_Buck_Boost2","10k","BottomLayer","RESC0402(1005)_N","32.600","37.000","270","RES SMD 10K OHM 1% 1/16W 0402"
"R16_Buck_Boost1","10k","BottomLayer","RESC0402(1005)_N","32.600","8.000","270","RES SMD 10K OHM 1% 1/16W 0402"
"R11_Buck_Boost2","10k","BottomLayer","RESC1206(3216)_N","38.000","35.700","90","RES SMD 10K OHM 1% 1/4W 1206"
"R11_Buck_Boost1","10k","BottomLayer","RESC1206(3216)_N","38.000","6.700","90","RES SMD 10K OHM 1% 1/4W 1206"
"Q6_Buck_Boost2","SQ2315ES","BottomLayer","SOT23","35.100","28.500","90","MOSFET P-CH 12V 5A SOT23 AEC-Q101"
"Q6_Buck_Boost1","SQ2315ES","BottomLayer","SOT23","35.000","16.550","90","MOSFET P-CH 12V 5A SOT23 AEC-Q101"
"Q5_Buck_Boost2","SQ2315ES","BottomLayer","SOT23","35.100","36.900","90","MOSFET P-CH 12V 5A SOT23 AEC-Q101"
"Q5_Buck_Boost1","SQ2315ES","BottomLayer","SOT23","35.100","8.000","90","MOSFET P-CH 12V 5A SOT23 AEC-Q101"
"Q4_Buck_Boost2","FDMC86102L","TopLayer","MLP_3.3x3.3","17.600","36.600","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q4_Buck_Boost1","FDMC86102L","TopLayer","MLP_3.3x3.3","31.250","14.250","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q3_Buck_Boost2","FDMC86102L","TopLayer","MLP_3.3x3.3","42.750","36.750","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q3_Buck_Boost1","FDMC86102L","TopLayer","MLP_3.3x3.3","42.350","18.100","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q2_Buck_Boost2","FDMC86102L","TopLayer","MLP_3.3x3.3","31.250","25.750","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q2_Buck_Boost1","FDMC86102L","TopLayer","MLP_3.3x3.3","20.150","14.650","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q1_Buck_Boost2","FDMC86102L","TopLayer","MLP_3.3x3.3","42.350","21.850","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"Q1_Buck_Boost1","FDMC86102L","TopLayer","MLP_3.3x3.3","42.775","3.325","360","100V, 18A, 23mR, N-Channel Shielded Gate PowerTrench MOSFET"
"L4_GC2","4.7uH","BottomLayer","L0806","48.250","36.500","90","4.7uH +-20%, 0.8A @ 125degree"
"L4_GC1","4.7uH","BottomLayer","L0806","48.250","3.500","270","4.7uH +-20%, 0.8A @ 125degree"
"L3_Buck_Boost2","4.3uH","TopLayer","3800-Series","25.250","33.250","90","4.3uH, 6.8A, 9.7mR"
"L3_Buck_Boost1","4.3uH","TopLayer","3800-Series","39.500","10.800","270","4.3uH, 6.8A, 9.7mR"
"L2_Buck_Boost2","4.3uH","TopLayer","3800-Series","39.500","29.150","270","4.3uH, 6.8A, 9.7mR"
"L2_Buck_Boost1","4.3uH","TopLayer","3800-Series","25.250","6.750","90","4.3uH, 6.8A, 9.7mR"
"D13_GC2","SD0805S020S0R5","BottomLayer","SD0805S020S0R5","40.988","37.000","180","DIODE SCHOTTKY 20V 500MA 0805"
"D13_GC1","SD0805S020S0R5","BottomLayer","SD0805S020S0R5","40.987","3.750","180","DIODE SCHOTTKY 20V 500MA 0805"
"D12_GC2","SD0805S020S0R5","BottomLayer","SD0805S020S0R5","53.000","23.738","270","DIODE SCHOTTKY 20V 500MA 0805"
"D12_GC1","SD0805S020S0R5","BottomLayer","SD0805S020S0R5","53.000","16.262","90","DIODE SCHOTTKY 20V 500MA 0805"
"D11_GC2","BZX84J-B8V2","BottomLayer","SOD-323-2-477-02_V","57.000","33.500","360","DIODE ZENER 8.2V 550MW SOD323F"
"D11_GC1","BZX84J-B8V2","BottomLayer","SOD-323-2-477-02_V","57.000","6.500","360","DIODE ZENER 8.2V 550MW SOD323F"
"D10_GC2","PMEG6010CPA","BottomLayer","SOT1061","48.250","26.250","360","1 A low VF dual MEGA Schottky barrier rectifier"
"D10_GC1","PMEG6010CPA","BottomLayer","SOT1061","48.250","12.750","360","1 A low VF dual MEGA Schottky barrier rectifier"
"D9_Buck_Boost2","SS2P4","TopLayer","DO220AA","37.574","36.750","360","DIODE SCHOTTKY 40V 2A DO220AA"
"D9_Buck_Boost1","SS2P4","TopLayer","DO220AA","37.000","18.000","360","DIODE SCHOTTKY 40V 2A DO220AA"
"D8_Buck_Boost2","SS2P4","TopLayer","DO220AA","37.000","21.750","360","DIODE SCHOTTKY 40V 2A DO220AA"
"D8_Buck_Boost1","SS2P4","TopLayer","DO220AA","37.500","3.250","360","DIODE SCHOTTKY 40V 2A DO220AA"
"C96_GC2","10nF","BottomLayer","CAPC0402(1005)_N","47.750","23.750","270","CAP CER 10000PF 100V X7S 0402"
"C96_GC1","10nF","BottomLayer","CAPC0402(1005)_N","47.750","15.250","90","CAP CER 10000PF 100V X7S 0402"
"C95_GC2","1500pF","BottomLayer","CAPC0805(2012)_N","54.300","36.500","270","CAP CER 1500PF 50V C0G 0805"
"C95_GC1","1500pF","BottomLayer","CAPC0805(2012)_N","54.400","3.500","90","CAP CER 1500PF 50V C0G 0805"
"C94_GC2","1µF","BottomLayer","CAPC0805(2012)_N","41.000","35.000","180","CAP CER 1UF 50V X7R 0805"
"C94_GC1","1µF","BottomLayer","CAPC0805(2012)_N","41.000","5.750","180","CAP CER 1UF 50V X7R 0805"
"C93_GC2","1500pF","BottomLayer","CAPC0805(2012)_N","44.000","36.500","270","CAP CER 1500PF 50V C0G 0805"
"C93_GC1","1500pF","BottomLayer","CAPC0805(2012)_N","44.000","3.500","90","CAP CER 1500PF 50V C0G 0805"
"C92_GC2","1µF","BottomLayer","CAPC0805(2012)_N","48.250","29.500","270","CAP CER 1UF 50V X7R 0805"
"C92_GC1","1µF","BottomLayer","CAPC0805(2012)_N","48.250","9.500","90","CAP CER 1UF 50V X7R 0805"
"C91_GC2","100 nF","BottomLayer","CAPC0402(1005)_N","49.900","21.250","360","CAP CER 0.1UF 16V 10% X7R 0402"
"C91_GC1","100 nF","BottomLayer","CAPC0402(1005)_N","49.900","18.800","360","CAP CER 0.1UF 16V 10% X7R 0402"
"C90_GC2","4.7uF","BottomLayer","C1206","56.000","21.400","360","16V"
"C90_GC1","4.7uF","BottomLayer","C1206","56.000","18.500","360","16V"
"C89_GC2","1uF","BottomLayer","C1206","62.500","27.250","270","Capacitor (Semiconductor SIM Model)"
"C89_GC1","1uF","BottomLayer","C1206","62.500","12.700","90","Capacitor (Semiconductor SIM Model)"
"C88_GC2","1uF","BottomLayer","C1206","62.500","22.050","90","Capacitor (Semiconductor SIM Model)"
"C88_GC1","1uF","BottomLayer","C1206","62.500","17.900","270","Capacitor (Semiconductor SIM Model)"
"C87_GC2","Cap Semi","BottomLayer","0402","54.800","23.000","180","Capacitor (Semiconductor SIM Model)"
"C87_GC1","Cap Semi","BottomLayer","0402","54.800","16.900","360","Capacitor (Semiconductor SIM Model)"
"C86_GC2","Cap Semi","BottomLayer","0402","54.800","23.900","180","Capacitor (Semiconductor SIM Model)"
"C86_GC1","Cap Semi","BottomLayer","0402","54.800","16.000","180","Capacitor (Semiconductor SIM Model)"
"C85_GC2","4.7uF","BottomLayer","C1206","59.250","27.000","180","16V"
"C85_GC1","4.7uF","BottomLayer","C1206","59.250","13.250","180","16V"
"C84_GC2","1uF","TopLayer","C1206","47.250","37.250","360","Capacitor (Semiconductor SIM Model)"
"C84_GC1","1uF","TopLayer","C1206","47.250","2.750","360","Capacitor (Semiconductor SIM Model)"
"C83_GC2","1uF","BottomLayer","C1206","62.500","31.400","270","Capacitor (Semiconductor SIM Model)"
"C83_GC1","1uF","BottomLayer","C1206","62.500","8.550","90","Capacitor (Semiconductor SIM Model)"
"C82_GC2","Cap Semi","BottomLayer","0402","54.800","24.800","180","Capacitor (Semiconductor SIM Model)"
"C82_GC1","Cap Semi","BottomLayer","0402","54.800","15.100","180","Capacitor (Semiconductor SIM Model)"
"C81_GC2","Cap Semi","BottomLayer","0402","55.500","31.750","90","Capacitor (Semiconductor SIM Model)"
"C81_GC1","Cap Semi","BottomLayer","0402","55.500","8.250","270","Capacitor (Semiconductor SIM Model)"
"C79_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","30.500","23.200","360","CAP CER 0.1UF 16V 10% X7R 0402"
"C79_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","30.500","2.300","360","CAP CER 0.1UF 16V 10% X7R 0402"
"C78_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","24.400","25.300","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C78_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","24.400","12.600","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C77_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","19.650","28.150","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C77_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","19.650","15.400","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C76_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","25.800","25.300","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C76_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","27.200","12.600","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C75_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","24.650","36.250","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C75_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","24.650","7.250","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C74_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","30.500","31.300","360","CAP CER 0.1UF 16V 10% X7R 0402"
"C74_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","30.500","2.300","360","CAP CER 0.1UF 16V 10% X7R 0402"
"C73_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","24.400","33.400","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C73_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","24.400","4.400","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C72_Buck_Boost2","100 nF","BottomLayer","CAPC0402(1005)_N","19.650","36.250","90","CAP CER 0.1UF 16V 10% X7R 0402"
"C72_Buck_Boost1","100 nF","BottomLayer","CAPC0402(1005)_N","19.650","7.250","90","CAP CER 0.1UF 16V 10% X7R 0402"
